Date,Open,High,Low,Close,Adj Close,Volume,Growth% of Close from previous 30 days
2010-03-22,168.199997,170.899994,167.610001,170.595001,159.671341,961970.0,13.794489521138145
2010-03-23,171.0,171.794998,168.119995,169.035004,158.211197,1388000.0,14.685531682512595
2010-03-25,169.0,177.0,169.0,174.985001,163.780197,3202560.0,15.749957021664493
2010-03-26,175.5,178.5,174.050003,176.970001,165.638123,1398310.0,14.74049330735245
2010-03-29,176.449997,181.199997,175.100006,180.080002,168.548965,2078100.0,19.293829031249988
2010-03-30,180.600006,180.600006,174.25,175.320007,164.093781,1270730.0,15.31555391020348
2010-03-31,177.5,179.779999,175.0,179.199997,167.725311,2012990.0,17.269811756688842
2010-04-01,179.5,181.199997,178.009995,180.404999,168.853165,1676080.0,16.808566689371833
2010-04-05,181.0,185.300003,180.0,184.169998,172.377106,1464850.0,19.455160964063666
2010-04-06,182.800003,184.880005,181.035004,182.184998,170.519196,915050.0,17.91146456253526
2010-04-07,181.199997,181.199997,179.014999,179.684998,168.179276,1813120.0,15.937024125321647
2010-04-08,181.0,182.095001,176.800003,177.354996,165.998459,1480810.0,15.480527210827875
2010-04-09,177.990005,179.699997,176.5,176.949997,165.61937,899640.0,12.678301634921741
2010-04-12,178.485001,181.949997,178.130005,179.759995,168.249466,2378590.0,17.682484451718498
2010-04-13,180.199997,181.440002,177.0,177.895004,166.503876,769190.0,16.986158327213257
2010-04-15,180.399994,181.899994,178.115005,179.934998,168.413254,1035670.0,16.863672683875617
2010-04-16,181.975006,181.975006,179.100006,180.869995,169.288376,829140.0,16.581256461213528
2010-04-19,178.899994,179.100006,174.899994,176.309998,165.02037,812290.0,12.885360474890167
2010-04-20,177.770004,181.470001,174.559998,180.0,168.474091,1567020.0,13.435850731352128
2010-04-21,181.300003,181.300003,174.0,174.654999,163.471329,2602980.0,8.299742461716566
2010-04-22,174.654999,174.654999,170.009995,170.904999,159.961426,6015500.0,4.232612551034972
2010-04-23,171.514999,171.800003,167.699997,168.414993,157.630936,2977230.0,1.7736264629834835
2010-04-26,169.0,169.0,158.399994,160.315002,150.049561,8794320.0,-2.46699101012931
2010-04-27,159.705002,162.699997,157.690002,159.600006,149.380386,6763620.0,-5.737823515485052
2010-04-28,158.0,163.300003,157.110001,162.309998,151.916824,4522590.0,-1.960070754253838
2010-04-29,162.660004,163.300003,157.815002,158.744995,148.580093,4617420.0,-2.1934001746945686
2010-04-30,159.199997,160.5,151.100006,157.119995,147.059158,3013200.0,-6.059615375934503
2010-05-03,157.399994,159.5,156.199997,157.339996,147.265091,1296650.0,-6.775291605105896
2010-05-04,157.899994,159.380005,155.100006,155.735001,145.762848,1499840.0,-8.272469126354508
2010-05-05,155.0,156.800003,152.199997,152.899994,143.10939,2016300.0,-9.958191036548987
2010-05-06,152.899994,156.899994,151.600006,156.024994,146.034256,4462350.0,-8.540699853215514
2010-05-07,155.0,158.399994,152.220001,153.210007,143.399551,3046990.0,-9.36196446033154
2010-05-10,155.800003,157.869995,153.539993,154.835007,144.920486,1827250.0,-11.51526924299073
2010-05-11,155.0,156.589996,153.360001,153.830002,143.979843,998470.0,-13.07566190271988
2010-05-12,154.0,159.0,153.440002,156.494995,146.474167,1291230.0,-13.096960649745004
2010-05-13,158.699997,159.0,156.0,157.699997,147.602036,999830.0,-10.050199233679022
2010-05-14,157.5,159.990005,156.800003,159.195007,149.001297,2244930.0,-11.163499070817503
2010-05-17,158.190002,158.899994,155.029999,158.054993,147.93428,1271080.0,-12.388795279447887
2010-05-18,158.199997,159.5,155.009995,156.020004,146.029587,1740050.0,-15.284788133624236
2010-05-19,156.5,156.5,154.800003,155.580002,145.617752,1540500.0,-14.60328583147115
2010-05-20,156.399994,157.979996,154.0,156.389999,146.375885,1005990.0,-12.964353874439766
2010-05-21,154.399994,156.0,152.0,154.595001,144.695862,2411990.0,-12.833015992399787
2010-05-24,155.149994,156.5,152.0,154.820007,144.906418,3036590.0,-12.506352288889836
2010-05-25,153.600006,160.904999,153.199997,158.740005,148.575439,5335890.0,-11.693363698636066
2010-05-26,160.399994,162.059998,155.179993,156.929993,146.881317,6726850.0,-11.7850476565379
2010-05-27,158.199997,164.899994,157.785004,163.514999,153.044647,6044350.0,-9.125517093678473
2010-05-28,165.0,165.0,162.149994,163.164993,152.717087,1666830.0,-9.788799960988543
2010-05-31,162.0,167.399994,160.904999,166.414993,155.758987,1343930.0,-5.612276735435048
2010-06-01,166.899994,172.559998,165.705002,168.089996,157.326721,3651750.0,-6.616668888888881
2010-06-02,168.5,169.865005,165.130005,168.25,157.476471,2331720.0,-3.667229129811511
2010-06-03,169.100006,171.434998,169.100006,170.289993,159.385864,1739370.0,-0.35985255176766007
2010-06-04,169.304993,171.75,169.304993,170.479996,159.56366,665870.0,1.226139646604973
2010-06-07,168.199997,170.300003,166.289993,169.434998,158.585587,601010.0,5.688797608598112
2010-06-08,168.604996,170.585007,167.5,168.720001,157.916382,986960.0,5.714282366630981
2010-06-09,169.990005,169.990005,166.630005,168.684998,157.883636,1063870.0,3.9276693232415663
2010-06-10,170.5,170.994995,168.535004,170.244995,159.34375,1161850.0,7.244322884006517
2010-06-11,171.899994,172.414993,166.615005,168.244995,157.471771,2286930.0,7.080575581739295
2010-06-14,168.5,170.789993,166.804993,170.199997,159.30162,1392880.0,8.173383327148414
2010-06-15,169.800003,170.5,168.110001,170.149994,159.254807,804690.0,9.256103578154521
2010-06-16,168.600006,170.889999,168.0,170.279999,159.37648,1175680.0,11.366910190984058
2010-06-17,170.589996,172.0,168.5,169.875,158.997421,1508370.0,8.87678675379408
2010-06-18,170.199997,172.184998,168.800003,171.335007,160.363937,1151500.0,11.830167203112262
2010-06-21,171.699997,176.199997,171.699997,175.449997,164.215408,1726010.0,13.314166091651359
2010-06-22,177.300003,178.389999,174.914993,176.164993,164.884659,1914680.0,14.519268484440376
2010-06-23,177.5,180.800003,176.300003,179.925003,168.403885,1348760.0,14.971729926570507
2010-06-24,180.5,182.5,177.5,180.979996,169.391342,1986600.0,14.762206368336205
2010-06-25,180.699997,181.850006,178.199997,179.065002,167.598984,760880.0,12.481544097673861
2010-06-28,177.554993,181.25,177.5,179.074997,167.608322,855650.0,13.299171130898724
2010-06-29,179.0,181.0,175.309998,175.684998,164.435394,924660.0,12.604149144875043
2010-06-30,176.5,179.899994,174.199997,178.509995,167.079498,2114880.0,14.738393562946472
2010-07-01,178.0,178.199997,174.300003,175.264999,164.042297,570070.0,12.06918608650928
2010-07-02,175.264999,177.580002,175.0,175.580002,164.337097,1286100.0,13.574178249140159
2010-07-05,174.199997,176.699997,173.529999,174.020004,162.876999,378780.0,12.40149601595096
2010-07-06,175.0,180.860001,173.604996,179.985001,168.460052,2168640.0,13.383517280347835
2010-07-07,178.554993,179.884995,176.399994,177.139999,165.797211,667150.0,12.878357803788337
2010-07-08,179.0,179.684998,174.229996,175.279999,164.05632,827260.0,7.195058601321349
2010-07-09,175.279999,176.300003,173.5,174.244995,163.087585,2182320.0,6.79067353620392
2010-07-12,174.600006,175.794998,172.800003,174.214996,163.059525,955700.0,4.687079486882533
2010-07-13,174.0,175.699997,172.755005,174.164993,163.012726,1605890.0,3.6141335859154857
2010-07-14,175.490005,175.695007,173.649994,174.434998,163.265427,1397340.0,3.6760760772659773
2010-07-15,174.434998,178.0,173.0,174.794998,163.602371,3518620.0,2.6454901551378787
2010-07-16,175.869995,175.955002,173.014999,174.024994,162.881668,1936080.0,2.0794216818259383
2010-07-19,173.300003,173.300003,169.729996,171.979996,160.967621,3730250.0,1.502049771322919
2010-07-20,171.899994,174.309998,170.990005,172.320007,161.285873,2614680.0,2.1337162035697284
2010-07-21,173.0,173.0,171.100006,171.669998,160.67749,3286470.0,1.7695705222108635
2010-07-22,171.104996,175.25,171.0,174.75,163.560257,710800.0,2.646189393115499
2010-07-23,176.0,176.389999,173.410004,174.050003,162.905106,970690.0,3.4503302757981094
2010-07-26,175.699997,176.399994,174.0,175.985001,164.716156,645750.0,3.3989448307687193
2010-07-27,176.100006,178.0,176.100006,177.494995,166.129486,1495850.0,4.316780052310785
2010-07-28,177.994995,181.360001,177.699997,180.740005,169.166733,4418560.0,6.1428271443670805
2010-07-29,181.0,184.0,176.470001,177.975006,166.578766,3540910.0,4.7682154525386355
2010-07-30,177.440002,180.494995,175.539993,176.860001,165.535141,1995600.0,3.224673169097324
2010-08-02,177.0,179.399994,176.210007,177.639999,166.265198,743890.0,1.2482200270428006
2010-08-03,176.554993,179.789993,176.0,178.934998,167.477295,875070.0,1.572392421915515
2010-08-04,178.199997,179.5,176.115005,177.830002,166.443024,1061300.0,-1.1643745811136634
2010-08-05,176.554993,178.990005,175.350006,176.335007,165.043777,1100790.0,-2.566575921462618
2010-08-06,175.600006,178.770004,175.600006,177.485001,166.120117,794320.0,-0.8823617023721818
2010-08-09,178.5,178.800003,176.279999,176.735001,165.418167,469770.0,-1.3067128517109428
2010-08-10,177.244995,177.5,175.0,175.479996,164.243515,596950.0,-0.11668725408188095
2010-08-11,175.5,176.490005,173.369995,174.794998,163.602371,967090.0,-2.081114281584071
2010-08-12,173.5,176.190002,172.699997,173.824997,162.694473,457100.0,-0.8216141318666785
2010-08-13,173.975006,175.5,173.505005,175.089996,163.87851,573930.0,-0.2790784795639733
2010-08-16,175.509995,176.5,170.5,171.589996,160.602615,1947360.0,-1.3963957844754369
2010-08-17,171.589996,172.449997,170.005005,170.669998,159.741501,1321090.0,-5.175432923991271
2010-08-18,171.399994,177.880005,170.119995,176.899994,165.572617,2243880.0,-0.13548887961775166
2010-08-19,178.479996,180.899994,176.014999,179.054993,167.589615,1946970.0,2.153693531228279
2010-08-20,180.5,181.294998,178.395004,179.240005,167.762772,892410.0,2.8666590968653116
2010-08-23,180.0,185.699997,176.279999,178.595001,167.159058,792670.0,2.5141377611373836
2010-08-24,179.050003,180.800003,177.524994,178.755005,167.308807,784710.0,2.635438913949832
2010-08-25,179.0,180.699997,178.0,178.744995,167.299454,774500.0,2.4708327167234994
2010-08-26,179.800003,180.300003,175.169998,178.195007,166.784683,1461150.0,1.94514090157203
2010-08-27,177.074997,178.300003,175.509995,177.324997,165.970367,1259150.0,1.8962810594896524
2010-08-30,177.5,178.399994,174.524994,175.080002,163.869125,857050.0,1.802538709211278
2010-08-31,176.0,178.5,173.660004,176.240005,164.954865,2370990.0,2.2748362585663036
2010-09-01,175.0,176.199997,174.0,175.054993,163.845734,1677640.0,1.9718034830990117
2010-09-02,175.199997,176.470001,172.505005,173.324997,162.226501,848250.0,-0.8154523605150236
2010-09-03,173.059998,174.899994,171.5,172.505005,161.459045,1228880.0,-0.8876747907898586
2010-09-06,172.899994,174.095001,171.649994,172.850006,161.781921,1086470.0,-1.781398972745412
2010-09-07,173.5,174.600006,172.0,172.274994,161.243759,1078460.0,-2.940928559703893
2010-09-08,174.0,184.800003,174.0,175.384995,164.154572,10281660.0,-2.9628249705979557
2010-09-09,177.5,177.5,174.100006,174.554993,164.668716,2821520.0,-1.9216254444177467
2010-09-13,175.994995,176.199997,174.0,175.449997,165.513062,1988480.0,-0.7972430125678982
2010-09-14,175.669998,175.899994,174.25,174.645004,164.753616,1115330.0,-1.6859913402724063
2010-09-15,174.850006,181.235001,174.505005,180.589996,170.361938,3631770.0,0.924915761867897
2010-09-16,181.5,184.899994,177.600006,183.860001,173.446701,3435260.0,3.3908783288435234
2010-09-17,185.5,189.100006,184.509995,187.410004,176.7957,2948770.0,6.280657022346106
2010-09-20,189.899994,190.300003,185.199997,187.684998,177.055099,4327330.0,5.74696280955031
2010-09-21,186.990005,194.699997,186.005005,193.074997,182.139832,3406180.0,9.245478206096813
2010-09-22,194.899994,198.375,191.470001,192.175003,181.290802,4357790.0,9.513908924410964
2010-09-23,194.0,196.389999,188.100006,188.839996,178.144669,3083340.0,8.035125810636767
2010-09-24,189.994995,194.0,188.100006,192.119995,181.238876,2768870.0,10.524952288651553
2010-09-27,194.725006,196.195007,193.710007,194.559998,183.540741,1561010.0,11.119996827231631
2010-09-28,193.399994,197.399994,193.399994,197.005005,185.847229,1674770.0,14.811474790173662
2010-09-29,197.5,201.5,197.5,200.065002,188.733932,3386350.0,17.223298965527615
2010-09-30,199.600006,203.475006,199.600006,202.050003,190.606506,3902690.0,14.217077361800257
2010-10-01,202.300003,204.899994,201.0,203.035004,191.535736,1504270.0,13.392539687513763
2010-10-04,206.399994,207.0,204.0,206.464996,194.771439,1370400.0,15.189126445293292
2010-10-05,208.440002,208.440002,205.110001,206.100006,194.427124,1479130.0,15.400769812140494
2010-10-06,207.835007,207.955002,203.710007,204.255005,192.686646,1798630.0,14.265334836358848
2010-10-07,204.0,206.5,203.335007,203.865005,192.31871,871910.0,14.053545946838963
2010-10-08,203.899994,207.699997,202.160004,206.440002,194.747864,1636600.0,15.850609663827441
2010-10-11,207.600006,209.899994,205.660004,207.0,195.276169,874860.0,16.734810941516614
2010-10-12,209.979996,211.169998,205.199997,209.009995,197.172318,1713680.0,19.379707912043546
2010-10-13,210.0,211.990005,209.199997,210.494995,198.573196,2669790.0,19.436557551164388
2010-10-14,212.0,212.475006,209.514999,210.309998,198.398682,895390.0,20.13938842635583
2010-10-15,209.264999,209.994995,203.300003,203.955002,192.40361,2118050.0,17.67200665233533
2010-10-18,209.899994,209.899994,201.800003,204.910004,193.304535,1463960.0,18.784961630533545
2010-10-19,206.699997,206.699997,202.110001,204.785004,193.186615,1176220.0,18.475555042792408
2010-10-20,203.199997,206.699997,201.505005,203.770004,192.229111,871870.0,18.281823303967148
2010-10-21,203.149994,213.0,201.639999,212.089996,200.077866,1716380.0,20.928244745224646
2010-10-22,212.5,214.5,209.630005,213.979996,201.860809,1572580.0,22.586007035616564
2010-10-25,215.399994,215.699997,212.899994,213.774994,201.667419,852930.0,21.84382881465652
2010-10-26,214.695007,214.699997,211.300003,212.845001,200.790115,910810.0,21.872940035547767
2010-10-27,213.199997,213.199997,208.595001,209.910004,198.021347,858140.0,16.235676753655817
2010-10-28,211.300003,214.5,207.539993,211.800003,199.804321,3223250.0,15.196346050275498
2010-10-29,213.0,213.0,209.0,211.005005,199.054337,1900520.0,12.590043485618851
2010-11-01,216.949997,220.899994,214.899994,219.070007,206.662567,2186570.0,16.722172434900735
2010-11-02,217.199997,220.399994,216.615005,219.044998,206.638962,844550.0,13.450732307922811
2010-11-03,219.199997,227.669998,219.199997,224.929993,212.190659,2258390.0,17.04435513915407
2010-11-04,227.399994,227.399994,223.199997,224.175003,211.478455,959910.0,18.71161181342113
2010-11-08,230.5,234.399994,228.5,229.494995,216.497086,1578830.0,19.453987597699033
2010-11-09,230.199997,234.449997,227.580002,232.164993,219.015915,1343280.0,19.328225424837843
2010-11-10,232.300003,234.505005,231.0,232.210007,219.05835,621270.0,17.870105381332813
2010-11-11,232.425003,234.800003,230.854996,232.800003,219.614929,528430.0,16.362182627024396
2010-11-12,235.0,238.395004,230.5,232.160004,219.011169,1352140.0,14.9022521915033
2010-11-15,229.0,235.410004,227.600006,230.634995,217.572525,1263600.0,13.593710668727851
2010-11-16,232.300003,235.0,228.529999,230.389999,217.341415,1300790.0,11.587922148314174
2010-11-18,234.800003,234.800003,227.5,228.899994,215.935806,1809430.0,11.06258483078355
2010-11-19,230.110001,230.695007,220.199997,221.485001,208.940765,2331080.0,8.435531849023723
2010-11-22,223.5,224.410004,214.875,223.085007,210.45015,1514060.0,9.427808367600901
2010-11-23,222.770004,229.899994,219.785004,227.610001,214.718872,1180560.0,10.254794998500348
2010-11-24,228.300003,230.399994,225.470001,227.335007,214.459442,1028950.0,9.823674879227049
2010-11-25,227.5,237.375,222.600006,227.0,214.143417,1944798.0,8.607246270686717
2010-11-26,229.449997,230.725006,220.324997,223.125,210.487885,1297068.0,6.0001450390780136
2010-11-29,226.975006,227.0,221.050003,224.899994,212.162338,830126.0,6.937376320073943
2010-11-30,224.75,227.5,221.024994,223.774994,211.101074,1541054.0,9.7178258957336
2010-12-01,225.0,226.5,222.524994,224.324997,211.619934,1024502.0,9.47488781465253
2010-12-02,227.399994,229.300003,224.949997,226.449997,213.624542,1755540.0,10.579384513916855
2010-12-03,226.5,228.199997,221.5,222.449997,209.851089,1511732.0,9.167194696624728
2010-12-06,227.0,231.5,225.5,227.975006,215.063202,1812332.0,7.489749775845153
2010-12-07,229.949997,233.875,228.850006,231.675003,218.55365,2249692.0,8.269467861846302
2010-12-08,230.024994,231.0,227.0,229.199997,216.218826,1171240.0,7.215531953189999
2010-12-09,230.5,232.5,218.175003,224.550003,211.832169,1857606.0,5.499307921260508
2010-12-10,226.25,229.5,218.600006,224.5,211.785019,855188.0,6.9505958372522425
2010-12-13,226.774994,227.5,221.350006,225.75,212.964218,1177454.0,6.58640075656656
2010-12-14,227.899994,229.449997,223.5,226.225006,213.412308,1636232.0,7.213099518658335
2010-12-15,227.5,228.550003,222.0,223.225006,210.58223,694932.0,1.8966535204428985
2010-12-16,225.0,225.949997,220.625,225.0,212.256668,1061144.0,2.718620399631316
2010-12-20,226.699997,226.699997,220.5,221.625,209.072876,1002280.0,-1.4693429524091952
2010-12-21,220.0,221.5,211.5,214.074997,201.950455,4454016.0,-4.5054113370526006
2010-12-22,217.75,217.75,215.0,215.600006,203.389069,2116514.0,-6.054593478171488
2010-12-23,217.25,229.0,215.550003,226.475006,213.648163,1990918.0,-2.4508376247748953
2010-12-24,221.5,238.0,221.5,236.649994,223.246857,3160432.0,1.9120567013289835
2010-12-27,237.0,242.375,237.0,239.175003,225.628891,1332940.0,2.7384020265669844
2010-12-28,237.75,242.5,235.324997,241.625,227.940094,2234692.0,4.076927910459553
2010-12-29,242.5,242.699997,238.300003,240.149994,226.54863,2009792.0,4.125566026959607
2010-12-30,242.5,244.125,236.600006,241.225006,227.562775,2085146.0,4.702898149671861
2010-12-31,242.399994,244.800003,239.524994,242.475006,228.741928,1544020.0,5.9305427504729495
2011-01-03,247.5,247.5,242.475006,243.649994,229.850388,902034.0,10.00744650875929
2011-01-04,243.5,246.0,241.074997,244.949997,231.076813,1572686.0,9.801192063077554
2011-01-05,245.75,250.0,242.574997,244.024994,230.204178,1925424.0,7.211894436923262
2011-01-06,245.0,251.5,244.5,250.0,235.840775,1458314.0,9.969864869953799
2011-01-07,251.25,255.875,243.449997,246.675003,232.704056,2635206.0,8.667402202643174
2011-01-10,247.199997,248.0,236.824997,238.5,224.992081,1666680.0,6.890756302521009
2011-01-11,236.524994,249.5,234.0,237.899994,224.426071,1573020.0,5.780346975020373
2011-01-12,238.649994,244.199997,230.699997,242.625,228.883453,1608252.0,8.423642723905072
2011-01-13,240.5,243.975006,237.074997,241.550003,227.869339,1721388.0,7.678594106924254
2011-01-14,242.699997,249.074997,235.0,237.399994,223.954391,1246698.0,4.835503265650296
2011-01-17,237.5,242.0,231.574997,232.699997,219.520554,1128790.0,4.607777090687037
2011-01-18,233.0,243.925003,233.0,242.175003,228.458984,1368432.0,6.228751672891718
2011-01-19,242.649994,244.5,235.225006,242.225006,228.506134,3230998.0,4.553794264977307
2011-01-20,242.0,248.175003,238.399994,244.199997,230.369247,2944744.0,6.544502703462077
2011-01-21,241.75,246.0,241.074997,242.675003,228.930618,704542.0,8.071698845624152
2011-01-24,244.5,245.899994,241.0,242.375,228.647614,830160.0,7.9621380846325165
2011-01-25,243.75,245.800003,235.574997,236.850006,223.435532,958186.0,4.916946179401997
2011-01-27,239.975006,240.324997,229.050003,230.725006,217.65744,2157790.0,1.9891700212840306
2011-01-28,231.0,231.0,217.774994,224.399994,211.690674,4388842.0,0.5263693441226673
2011-01-31,214.024994,225.75,214.024994,220.425003,207.940781,2736258.0,-2.0333319999999984
2011-02-01,222.850006,222.850006,211.149994,216.550003,204.285263,2416064.0,-2.2899027636773814
2011-02-02,215.875,220.875,215.0,218.300003,205.936157,1399010.0,1.9736102110047011
2011-02-03,216.524994,220.25,214.074997,218.649994,206.266327,2141106.0,1.4146511665681423
2011-02-04,216.0,223.425003,205.5,208.274994,196.478958,2490052.0,-8.036212172569725
2011-02-07,208.0,209.350006,203.175003,205.050003,193.436569,1371256.0,-13.353049567370787
2011-02-08,209.0,209.0,197.225006,198.475006,187.233978,4643116.0,-17.016827214171705
2011-02-09,197.5,210.75,196.574997,205.0,193.389435,3388248.0,-15.157785825142266
2011-02-10,202.050003,212.375,202.050003,208.574997,196.761948,3224370.0,-13.148031558976427
2011-02-11,206.625,211.625,206.625,209.125,197.280807,1546260.0,-13.307080610042563
2011-02-14,208.75,214.949997,207.550003,212.899994,200.841965,2292580.0,-12.197138372274138
2011-02-15,212.050003,213.5,207.125,211.925003,199.922195,1478946.0,-13.020723078696234
2011-02-16,210.125,218.25,205.324997,208.649994,196.832703,1920568.0,-14.819352294174557
2011-02-17,209.5,214.725006,205.725006,212.225006,200.205231,3443260.0,-13.031447098406643
2011-02-18,211.649994,214.975006,211.524994,213.050003,200.983521,2322296.0,-14.7799988
2011-02-21,211.050003,216.199997,211.050003,215.199997,203.011734,1551622.0,-12.759706341221777
2011-02-22,214.800003,214.800003,206.0,208.225006,196.431778,2528846.0,-12.693917819706495
2011-02-23,210.75,212.449997,207.125,208.100006,196.313858,1148008.0,-12.526266814449766
2011-02-24,208.0,209.925003,201.774994,203.425003,191.903671,4385778.0,-16.156619062338997
2011-02-25,206.425003,210.5,205.0,208.774994,196.950623,2198344.0,-13.568622890888562
2011-02-28,209.899994,216.125,208.024994,211.75,199.757126,2425878.0,-10.804547029601018
2011-03-01,213.149994,225.0,213.0,223.100006,210.464279,2384860.0,-4.125479640637893
2011-03-03,220.0,222.699997,213.600006,215.199997,203.011734,2121724.0,-11.138641753211832
2011-03-04,217.0,222.625,215.050003,216.175003,203.931503,2587888.0,-10.7544647970821
2011-03-07,214.949997,214.949997,206.25,208.300003,196.502533,1709808.0,-14.701062424664974
2011-03-08,210.0,213.300003,209.75,212.0,199.992981,1539154.0,-12.640363704868276
2011-03-09,211.774994,214.5,205.699997,207.774994,196.007294,2240984.0,-14.275402166064985
2011-03-10,208.5,210.475006,205.074997,208.649994,196.832703,2033652.0,-11.906274555889187
2011-03-11,208.399994,212.0,207.5,210.274994,198.365662,1261280.0,-8.863370448888412
2011-03-14,208.5,214.0,208.050003,212.774994,200.724091,1236950.0,-5.180481421938006
2011-03-15,208.274994,217.425003,206.274994,213.824997,201.7146,2122438.0,-2.9942184008952957
2011-03-16,213.024994,220.949997,213.024994,220.050003,207.587036,1174126.0,1.6162548840971385
2011-03-17,217.050003,221.949997,216.0,217.649994,205.322937,1486540.0,-0.2977595011760084
2011-03-18,219.449997,219.75,215.25,217.350006,205.039978,1236842.0,-0.594552040097465
2011-03-21,217.625,223.774994,217.425003,222.25,209.662415,1564078.0,6.709881840159845
2011-03-22,221.75,228.449997,219.600006,225.300003,212.539703,1726956.0,9.875639943297147
2011-03-23,226.5,228.75,225.0,228.125,215.204727,1229508.0,14.938905707855222
2011-03-24,227.75,230.5,226.524994,227.550003,214.662292,914994.0,11.000001463414636
2011-03-25,234.850006,234.850006,227.125,229.0,216.030151,1962978.0,9.792642116159303
2011-03-28,227.574997,230.050003,219.149994,221.375,208.83699,3893230.0,5.857740585774058
2011-03-29,219.074997,223.274994,219.074997,221.350006,208.813431,2106386.0,3.9690052786004375
2011-03-30,224.0,224.75,220.574997,222.425003,209.82753,1712244.0,4.954582919128235
2011-03-31,223.0,223.5,218.125,221.25,208.719101,5392782.0,6.038824041375246
2011-04-01,221.149994,223.475006,220.600006,222.649994,210.039764,1948106.0,4.912233575340308
2011-04-04,223.0,226.949997,222.524994,225.0,212.256668,2290908.0,5.609010481919588
2011-04-05,226.0,227.949997,222.225006,224.675003,211.950104,1084382.0,4.402883890374779
2011-04-06,224.25,224.574997,220.25,221.949997,209.379425,1040220.0,6.591423030142685
2011-04-07,222.300003,222.300003,219.100006,220.625,208.129501,1006682.0,6.0187379331454665
2011-04-08,220.0,223.350006,220.0,220.824997,208.318161,1018404.0,8.553517878035864
2011-04-11,226.25,227.449997,222.550003,225.199997,212.445343,3026028.0,7.8673229419419854
2011-04-13,226.449997,226.449997,221.625,223.524994,210.865219,2145686.0,5.560799999999996
2011-04-15,222.25,224.875,219.25,219.875,207.421982,817848.0,-1.4455427670405385
