Date,Open,High,Low,Close,Adj Close,Volume
2012-10-23,351.475006,351.475006,346.649994,349.000000,333.673859,818056
2012-10-25,351.500000,351.825012,345.000000,347.450012,332.191986,1675108
2012-10-29,342.000000,345.225006,340.024994,343.899994,328.797852,469010
2012-10-30,342.200012,343.524994,340.024994,341.899994,326.885712,540312
2012-10-31,338.600006,348.725006,338.500000,347.075012,331.833435,1903328
2012-11-01,346.000000,351.950012,344.524994,350.725006,335.323120,1105676
2012-11-02,351.774994,353.799988,346.575012,348.475006,333.171936,1576272
2012-11-05,350.875000,352.350006,348.024994,348.950012,333.626099,955088
2012-11-06,348.350006,352.174988,345.799988,349.200012,333.865112,1178430
2012-11-07,349.225006,352.774994,348.524994,350.174988,334.797272,1227750
2012-11-08,350.450012,357.000000,345.100006,348.274994,332.980713,3533206
2012-11-09,346.299988,353.299988,345.500000,347.100006,331.857330,1012262
2012-11-11,null,null,null,null,null,null
2012-11-12,349.350006,349.924988,342.000000,345.975006,330.781708,739238
2012-11-15,343.000000,344.700012,328.000000,342.100006,327.076904,2059576
2012-11-16,341.000000,345.250000,337.875000,339.500000,324.591064,1433138
2012-11-19,338.000000,344.100006,336.524994,340.225006,325.284241,1118136
2012-11-20,341.625000,342.750000,336.000000,341.549988,326.551056,932626
2012-11-21,342.250000,351.399994,340.149994,350.225006,334.845062,2390410
2012-11-22,350.000000,351.500000,344.149994,349.600006,334.247528,1062766
2012-11-23,347.600006,354.000000,345.700012,352.649994,337.163605,1470290
2012-11-26,354.625000,354.625000,346.450012,348.399994,333.100220,624976
2012-11-27,348.524994,351.250000,347.000000,349.975006,334.606079,1100676
2012-11-29,348.500000,357.399994,348.500000,354.975006,339.386505,1952048
2012-11-30,355.049988,357.475006,352.625000,354.924988,339.338654,1593304
2012-12-03,353.774994,355.825012,349.774994,352.524994,337.044037,1017862
2012-12-04,351.299988,355.000000,350.750000,351.899994,336.446533,911480
2012-12-05,352.875000,355.500000,349.049988,351.274994,335.848938,1198858
2012-12-06,350.549988,354.475006,346.450012,351.575012,336.135834,2032942
2012-12-07,350.049988,353.000000,347.250000,349.950012,334.582153,1377750
2012-12-10,350.000000,355.350006,347.500000,352.299988,336.829010,1633846
2012-12-11,354.924988,368.475006,353.274994,357.799988,342.087433,3350478
2012-12-12,358.799988,364.750000,358.549988,362.924988,346.987305,1823000
2012-12-13,364.024994,364.500000,356.750000,359.274994,343.497620,1457298
2012-12-14,360.049988,362.975006,358.100006,359.475006,343.688904,969798
2012-12-17,357.049988,362.399994,357.049988,360.524994,344.692749,2047662
2012-12-18,363.375000,369.600006,362.575012,368.475006,352.293610,3048086
2012-12-19,370.500000,384.950012,370.250000,382.399994,365.607147,1951640
2012-12-20,384.899994,387.950012,372.125000,373.500000,357.097961,1693518
2012-12-21,373.500000,376.000000,364.049988,364.725006,348.708374,1407506
2012-12-24,366.450012,372.649994,362.700012,370.424988,354.157990,1200888
2012-12-26,371.899994,379.950012,371.225006,376.850006,360.300873,1059686
2012-12-27,379.000000,381.549988,371.250000,372.750000,356.380981,1429614
2012-12-28,373.850006,376.450012,365.524994,369.750000,353.512726,986386
2012-12-31,369.799988,370.500000,366.549988,368.125000,351.959076,390038
2013-01-01,369.549988,374.899994,368.350006,369.750000,353.512726,591988
2013-01-02,370.049988,373.500000,369.799988,370.450012,354.181946,1043632
2013-01-03,373.975006,373.975006,365.049988,366.924988,350.811707,1040878
2013-01-04,368.750000,368.750000,363.225006,367.575012,351.433167,1031736
2013-01-07,370.399994,374.424988,368.549988,372.075012,355.735535,1968642
2013-01-08,372.524994,380.000000,372.524994,377.225006,360.659363,2574802
2013-01-09,377.500000,383.325012,375.774994,380.600006,363.886230,1819204
2013-01-10,382.000000,382.450012,375.100006,377.125000,360.563782,1012396
2013-01-11,376.750000,377.774994,367.549988,369.625000,353.393158,1182982
2013-01-14,370.225006,370.225006,366.000000,367.649994,351.504913,1647772
2013-01-15,367.549988,367.825012,363.100006,365.100006,349.066895,785236
2013-01-16,362.575012,368.924988,359.000000,359.674988,343.880096,1503468
2013-01-17,360.000000,360.825012,356.174988,358.500000,342.756744,1800816
2013-01-18,360.000000,362.000000,353.000000,356.024994,340.390350,1639450
2013-01-21,356.250000,357.049988,347.000000,349.924988,334.558289,3077902
2013-01-22,351.450012,357.850006,350.725006,355.350006,339.744995,2258682
2013-01-23,355.500000,356.725006,352.049988,354.875000,339.290863,1375524
2013-01-24,354.000000,359.399994,352.500000,355.125000,339.529938,1313338
2013-01-25,356.399994,366.424988,350.000000,364.350006,348.349823,2269980
2013-01-28,365.000000,365.174988,357.549988,360.274994,344.453766,767284
2013-01-29,358.600006,364.450012,354.100006,355.674988,340.055664,822060
2013-01-30,356.950012,358.125000,352.375000,354.424988,338.860596,611896
2013-01-31,351.625000,362.149994,351.625000,359.000000,343.234741,1453696
2013-02-01,359.024994,362.000000,358.250000,359.950012,344.143066,494318
2013-02-04,359.024994,363.375000,357.500000,359.850006,344.047394,1340546
2013-02-05,367.500000,376.000000,365.424988,374.750000,358.293060,4320004
2013-02-06,377.149994,380.000000,372.750000,374.250000,357.815002,2437380
2013-02-07,373.000000,377.375000,372.524994,374.750000,358.293060,1619600
2013-02-08,375.700012,379.000000,370.825012,373.049988,356.667725,3330272
2013-02-11,375.649994,377.375000,373.000000,374.674988,358.221375,1830156
2013-02-12,375.000000,387.174988,373.250000,385.850006,368.905670,2452572
2013-02-13,387.000000,389.924988,385.000000,387.725006,370.698273,2224038
2013-02-14,387.424988,391.950012,385.075012,389.475006,372.371460,2065870
2013-02-15,388.000000,394.149994,388.000000,393.100006,375.837250,1863412
2013-02-18,393.500000,397.475006,391.100006,394.024994,376.721649,1662562
2013-02-19,393.049988,397.500000,388.299988,396.325012,378.920593,1212136
2013-02-20,397.500000,402.399994,395.149994,399.649994,382.099548,1894642
2013-02-21,398.875000,401.000000,396.575012,398.750000,381.239136,1410756
2013-02-22,399.950012,406.975006,399.549988,405.774994,387.955627,2569798
2013-02-25,406.000000,413.000000,402.750000,411.024994,392.975037,1927688
2013-02-26,411.500000,411.524994,398.674988,399.700012,382.147430,1060678
2013-02-27,401.799988,404.899994,394.524994,399.424988,381.884460,1923936
2013-02-28,401.125000,406.975006,397.875000,401.075012,383.462006,4031342
2013-03-01,401.075012,403.500000,392.825012,399.674988,382.123505,1250104
2013-03-04,399.000000,405.399994,395.899994,399.549988,382.003967,2478736
2013-03-05,400.350006,403.399994,396.299988,399.475006,381.932312,1161012
2013-03-06,400.149994,403.000000,397.500000,398.750000,381.239136,1168412
2013-03-07,399.000000,407.500000,397.549988,405.125000,387.334229,1668392
2013-03-08,406.000000,411.450012,406.000000,408.975006,391.015106,1361258
2013-03-11,410.000000,419.325012,408.250000,416.700012,398.400909,2524388
2013-03-12,417.125000,419.750000,410.500000,413.674988,395.508667,1984306
2013-03-13,417.000000,419.899994,415.274994,418.700012,400.313049,2125560
2013-03-14,419.500000,421.524994,414.250000,415.075012,396.847260,3003670
2013-03-15,417.500000,421.725006,413.100006,416.799988,398.496521,2263572
2013-03-18,414.750000,421.000000,413.899994,416.225006,397.946716,1513756
2013-03-19,417.500000,424.399994,415.325012,419.524994,401.101807,3579608
2013-03-20,419.000000,424.200012,417.600006,419.125000,400.719360,1787226
2013-03-21,419.125000,422.000000,415.000000,415.649994,397.396942,1507534
2013-03-22,417.500000,418.125000,409.750000,410.250000,392.234131,1874746
2013-03-25,413.575012,414.000000,408.799988,410.225006,392.210236,2209706
2013-03-26,409.000000,412.725006,407.149994,411.850006,393.763855,1466472
2013-03-28,414.899994,414.899994,408.299988,409.475006,391.493164,1938014
2013-04-01,408.024994,412.000000,405.000000,406.325012,388.481506,529638
2013-04-02,406.125000,426.875000,405.549988,425.649994,406.957794,2410474
2013-04-03,426.475006,438.549988,424.750000,432.149994,413.172394,2615936
2013-04-04,431.500000,437.450012,429.250000,429.975006,411.092957,1881574
2013-04-05,431.500000,434.500000,425.500000,429.674988,410.806061,973426
2013-04-08,429.750000,437.450012,424.500000,432.725006,413.722229,1285532
2013-04-09,431.000000,437.000000,430.125000,433.899994,414.845551,1893340
2013-04-10,441.000000,441.000000,423.149994,428.725006,409.897766,2028646
2013-04-11,432.500000,437.500000,428.799988,436.174988,417.020630,1878720
2013-04-12,438.500000,441.000000,432.500000,434.875000,415.777740,871688
2013-04-15,436.500000,439.000000,433.000000,436.500000,417.331390,1054114
2013-04-16,435.000000,447.450012,434.500000,444.700012,425.171326,1114702
2013-04-17,443.149994,462.000000,441.850006,457.125000,437.050659,2785996
2013-04-18,457.500000,462.450012,454.075012,458.125000,438.006714,1706792
2013-04-22,461.000000,472.250000,457.950012,463.524994,443.169556,2539560
2013-04-23,462.100006,476.725006,462.100006,474.975006,454.116821,1367732
2013-04-25,475.049988,492.850006,471.750000,489.799988,468.290771,4517038
2013-04-26,486.250000,487.500000,477.174988,478.049988,457.056702,2150012
2013-04-29,482.000000,483.799988,467.899994,470.250000,449.599274,1885780
2013-04-30,471.024994,482.475006,470.299988,475.524994,454.642548,1419360
2013-05-02,473.674988,487.100006,473.250000,483.524994,462.291290,1594214
2013-05-03,485.399994,494.700012,481.000000,492.350006,470.728729,2787976
2013-05-06,496.149994,497.399994,488.825012,491.075012,469.509735,710626
2013-05-07,495.950012,499.000000,493.000000,495.475006,473.716461,1964836
2013-05-08,499.424988,499.424988,491.149994,492.774994,471.135040,1158394
2013-05-09,491.125000,492.500000,471.799988,474.125000,453.304108,2130960
2013-05-10,477.899994,479.600006,464.075012,467.524994,446.993927,2265212
2013-05-13,479.850006,481.325012,470.125000,471.950012,451.224640,1977412
2013-05-14,472.399994,484.000000,469.000000,481.850006,460.689880,1824490
2013-05-15,480.500000,488.075012,478.750000,487.024994,465.637604,2628462
2013-05-16,482.000000,490.875000,481.799988,484.424988,463.151764,2135930
2013-05-17,485.049988,488.299988,479.000000,483.075012,461.861084,829624
2013-05-20,487.350006,494.825012,479.350006,482.975006,461.765442,1447280
2013-05-21,479.575012,490.250000,479.575012,486.975006,465.589722,1588402
2013-05-22,487.625000,506.850006,487.625000,500.950012,478.951080,2406450
2013-05-23,490.000000,508.250000,490.000000,503.000000,480.911011,2539658
2013-05-24,494.125000,499.024994,480.250000,484.424988,463.151764,2623550
2013-05-27,485.000000,513.000000,480.975006,506.850006,484.592041,3350316
2013-05-28,510.500000,511.500000,494.075012,498.125000,476.250122,3192018
2013-05-29,520.299988,540.349976,510.000000,532.875000,509.474091,7929878
2013-05-30,530.099976,542.400024,529.400024,537.099976,513.513611,2747088
2013-05-31,531.775024,535.500000,518.500000,522.049988,499.124451,4391362
2013-06-03,517.000000,523.424988,494.250000,508.825012,486.480255,2791600
2013-06-04,505.000000,516.375000,499.325012,509.125000,486.767059,2693116
2013-06-05,512.500000,523.000000,505.549988,518.500000,495.730469,2588284
2013-06-06,515.099976,516.924988,506.375000,509.049988,486.695374,1560132
2013-06-07,504.000000,513.400024,503.524994,506.225006,483.994415,1767874
2013-06-10,509.000000,509.899994,494.049988,499.325012,477.397522,2037266
2013-06-11,496.825012,500.725006,488.299988,491.200012,469.629272,2888004
2013-06-12,491.200012,495.649994,485.750000,490.350006,468.816589,2231638
2013-06-13,466.625000,482.000000,457.850006,474.700012,453.853851,6768578
2013-06-14,476.600006,481.000000,471.000000,476.774994,455.837677,1661092
2013-06-17,477.500000,492.950012,473.549988,486.350006,464.992249,1932922
2013-06-18,485.125000,490.475006,482.000000,485.950012,464.609833,1476768
2013-06-19,482.500000,488.500000,476.649994,480.625000,459.518616,1286968
2013-06-20,475.500000,492.450012,471.500000,484.674988,463.390747,3116684
2013-06-21,484.000000,485.500000,471.575012,474.250000,453.423615,2758082
2013-06-24,474.000000,482.375000,470.049988,473.575012,452.778259,1692162
2013-06-25,473.899994,479.575012,471.325012,474.375000,453.543152,2229816
2013-06-26,475.500000,478.500000,467.950012,469.600006,448.977753,1825544
2013-06-27,472.750000,499.500000,472.750000,485.799988,464.466339,4283804
2013-06-28,490.000000,508.049988,490.000000,505.774994,483.564240,3609114
2013-07-01,505.774994,513.500000,500.774994,502.500000,480.433014,1421220
2013-07-02,504.000000,513.750000,500.075012,503.924988,481.795410,1510760
2013-07-03,501.250000,511.000000,495.975006,509.875000,487.484100,1825538
2013-07-04,515.000000,558.299988,497.500000,515.349976,492.718750,1751098
2013-07-05,520.000000,523.450012,516.000000,517.875000,495.132843,1077646
2013-07-08,518.000000,525.500000,513.500000,521.325012,498.431305,990634
2013-07-09,524.000000,547.049988,524.000000,539.849976,516.142822,2219666
2013-07-10,541.000000,548.200012,533.049988,540.724976,516.979370,1673354
2013-07-11,543.000000,554.349976,543.000000,547.674988,523.624146,1155086
2013-07-12,555.000000,557.500000,545.000000,554.349976,530.006042,1765166
2013-07-15,550.025024,561.849976,549.075012,555.474976,531.081726,1359632
2013-07-16,552.000000,564.924988,550.799988,559.799988,535.216797,1068354
2013-07-17,561.125000,565.775024,551.025024,556.400024,531.966003,2560946
2013-07-18,560.000000,566.250000,555.049988,559.200012,534.643066,2067200
2013-07-19,559.500000,563.299988,536.849976,540.075012,516.357910,3133700
2013-07-22,540.075012,556.500000,534.000000,555.000000,530.627563,2048418
2013-07-23,557.000000,558.724976,545.500000,553.250000,528.954468,1785728
2013-07-24,552.500000,565.400024,551.000000,563.625000,538.873779,1756166
2013-07-25,560.599976,565.500000,540.099976,547.650024,523.600403,3198186
2013-07-26,554.450012,562.150024,550.500000,558.650024,534.117310,2549844
2013-07-29,565.000000,575.700012,560.049988,569.250000,544.251709,836269
2013-07-30,574.500000,579.900024,568.849976,575.650024,550.370605,1805002
2013-07-31,578.000000,581.099976,560.000000,565.299988,540.475281,3114492
2013-08-01,573.000000,576.000000,562.400024,568.250000,543.295593,1343683
2013-08-02,576.900024,576.900024,550.450012,555.200012,530.818787,1152598
2013-08-05,563.900024,563.900024,545.099976,549.500000,525.369019,883575
2013-08-06,548.150024,548.950012,535.000000,538.299988,514.660889,1041651
2013-08-07,540.500000,541.299988,515.200012,522.049988,499.124451,1612383
2013-08-08,512.000000,518.900024,495.000000,505.700012,483.492462,3169712
2013-08-12,521.000000,552.000000,521.000000,541.700012,517.911560,3185173
2013-08-13,542.349976,551.700012,533.200012,547.450012,523.409058,1503470
2013-08-14,546.099976,559.000000,538.000000,550.549988,526.372925,1488108
2013-08-16,548.150024,553.900024,535.000000,542.450012,518.628662,3335121
2013-08-19,547.000000,547.000000,511.899994,520.099976,497.260132,2188987
2013-08-20,514.000000,514.000000,491.250000,507.350006,485.070038,2817923
2013-08-21,510.000000,515.599976,476.299988,482.450012,461.263489,2632375
2013-08-22,481.000000,507.000000,475.350006,502.200012,480.146210,2846075
2013-08-23,505.549988,510.899994,490.000000,507.350006,485.070038,2992002
2013-08-26,514.000000,522.000000,510.000000,517.000000,494.296234,1994208
2013-08-27,511.950012,516.450012,490.000000,496.850006,475.031158,2859676
2013-08-28,496.850006,513.500000,476.000000,505.399994,483.205688,2472852
2013-08-29,509.000000,515.000000,493.600006,510.649994,488.225098,2769581
2013-08-30,514.000000,541.000000,503.000000,521.200012,498.311829,3273711
2013-09-02,523.700012,532.599976,522.049988,528.450012,505.243439,869098
2013-09-03,534.500000,534.500000,504.000000,512.799988,490.280670,1987746
2013-09-04,511.000000,524.549988,500.000000,519.799988,496.973236,1578579
2013-09-05,524.900024,534.799988,508.049988,518.599976,495.825897,1488124
2013-09-06,519.000000,530.700012,516.700012,528.549988,505.338959,1312068
2013-09-10,535.000000,552.950012,528.200012,549.700012,525.560303,2074078
2013-09-11,550.000000,569.900024,543.549988,561.349976,536.698730,2254248
2013-09-12,569.650024,570.900024,550.000000,556.849976,532.396240,1469651
2013-09-13,555.000000,569.950012,553.349976,563.750000,538.993286,1155839
2013-09-16,576.299988,584.650024,554.000000,563.599976,538.849792,2130891
2013-09-17,558.000000,562.900024,541.250000,544.500000,520.588623,1334776
2013-09-18,547.700012,553.549988,535.549988,549.299988,525.177795,2183797
2013-09-19,559.950012,564.950012,551.200012,557.900024,535.838928,2484559
2013-09-20,563.000000,573.849976,557.200012,566.099976,543.714722,2201410
2013-09-23,566.000000,570.250000,551.200012,557.950012,535.886963,1350380
2013-09-24,552.049988,564.400024,544.200012,556.150024,534.158203,2809418
2013-09-25,556.200012,570.000000,556.200012,569.000000,546.500000,2326436
2013-09-26,570.000000,587.000000,570.000000,581.299988,558.313599,2734235
2013-09-27,585.950012,597.500000,585.950012,589.849976,566.525391,2130839
2013-09-30,592.000000,601.900024,584.099976,593.299988,569.839111,2639756
2013-10-01,594.700012,598.349976,588.150024,590.000000,566.669556,1138970
2013-10-03,596.000000,608.500000,592.400024,600.900024,577.138550,2598595
2013-10-04,603.049988,610.000000,598.000000,600.450012,576.706360,1181436
2013-10-07,600.000000,610.799988,596.900024,604.500000,580.596130,1336202
2013-10-08,604.049988,618.799988,601.000000,614.150024,589.864563,1463394
2013-10-09,614.000000,651.900024,611.500000,645.349976,619.830811,4011535
2013-10-10,647.500000,650.849976,636.250000,639.549988,614.260132,1838930
2013-10-11,645.000000,648.000000,623.599976,625.950012,601.198059,1640315
2013-10-14,628.400024,632.500000,618.500000,626.099976,601.342041,1496466
2013-10-15,628.000000,629.799988,616.500000,623.650024,598.988953,1455200
2013-10-17,626.000000,632.500000,615.450012,620.299988,595.771362,1200221
2013-10-18,621.200012,634.099976,621.200012,632.150024,607.152832,1343916
2013-10-21,635.000000,635.000000,625.599976,630.950012,606.000244,962849
2013-10-22,625.549988,644.900024,625.549988,638.450012,613.203674,1672168
2013-10-23,645.000000,645.000000,617.099976,621.349976,596.779907,2351330
2013-10-24,623.549988,628.250000,618.049988,621.500000,596.923950,1978847
2013-10-25,620.000000,622.950012,602.599976,610.849976,586.695068,1999798
2013-10-28,612.000000,612.049988,598.250000,603.849976,579.971863,1382259
2013-10-29,603.299988,620.000000,601.599976,617.950012,593.514343,1702397
2013-10-30,617.000000,621.849976,613.450012,618.500000,594.042603,1014012
2013-10-31,619.700012,619.700012,605.099976,608.799988,584.726196,1637900
2013-11-01,605.049988,613.650024,600.250000,604.599976,580.692261,1261388
2013-11-05,605.900024,609.000000,589.450012,591.849976,568.446350,1834400
2013-11-06,591.549988,608.349976,585.099976,602.400024,578.579224,2096377
2013-11-07,606.000000,612.750000,602.000000,605.799988,581.844788,1170128
2013-11-08,591.099976,608.349976,589.599976,601.450012,577.666809,1358157
2013-11-11,599.900024,605.950012,592.250000,596.099976,572.528320,1181409
2013-11-12,596.099976,606.750000,596.000000,597.950012,574.305237,1467780
2013-11-13,612.000000,623.400024,605.000000,608.099976,584.053833,3626443
2013-11-14,618.950012,620.750000,597.000000,598.750000,575.073608,1912214
2013-11-18,608.400024,612.400024,596.650024,610.750000,586.599060,1630019
2013-11-19,611.000000,615.450012,604.000000,606.150024,582.181030,732505
2013-11-20,604.000000,611.000000,596.000000,597.150024,573.536804,1709590
2013-11-21,596.000000,597.000000,580.000000,581.150024,558.169556,1452156
2013-11-22,583.950012,584.500000,568.299988,574.950012,552.214661,2357262
2013-11-25,580.000000,583.000000,575.650024,580.849976,557.881287,1461973
2013-11-26,582.000000,591.200012,568.849976,572.900024,550.245789,1596742
2013-11-27,573.000000,576.000000,562.599976,570.150024,547.604553,1622703
2013-11-28,574.700012,577.000000,568.000000,570.799988,548.228760,1932974
2013-11-29,567.299988,578.549988,567.299988,572.000000,549.381287,1545324
2013-12-02,572.000000,598.000000,572.000000,595.349976,571.808044,2473184
2013-12-03,598.000000,601.900024,587.000000,592.900024,569.454956,2312310
2013-12-04,596.000000,596.250000,585.500000,590.849976,567.485901,1827528
2013-12-05,597.000000,599.000000,574.500000,576.599976,553.799377,1924907
2013-12-06,576.900024,584.000000,576.250000,581.299988,558.313599,1777758
2013-12-09,597.000000,597.000000,579.500000,586.450012,563.259949,1855333
2013-12-10,584.000000,590.000000,581.299988,585.900024,562.731750,2238009
2013-12-11,586.000000,590.000000,580.200012,583.349976,560.282532,1255720
2013-12-12,578.000000,581.950012,571.599976,574.349976,551.638306,1992788
2013-12-13,568.549988,579.049988,568.549988,571.150024,548.564941,1832997
2013-12-16,570.150024,572.250000,553.549988,556.150024,534.158203,1869314
2013-12-17,558.599976,571.849976,558.400024,568.150024,545.683594,2319899
2013-12-18,568.900024,578.599976,568.099976,573.150024,550.485962,1508344
2013-12-19,570.549988,587.349976,568.150024,582.900024,559.850403,1902173
2013-12-20,585.799988,585.799988,570.000000,578.900024,556.008606,1648085
2013-12-23,575.900024,584.799988,574.650024,576.250000,553.463379,917638
2013-12-24,579.400024,581.700012,565.250000,567.299988,544.867126,1898741
2013-12-26,569.000000,576.349976,566.599976,569.900024,547.364380,2233222
2013-12-27,573.799988,578.750000,569.000000,575.950012,553.175171,1141946
2013-12-30,576.000000,578.299988,566.599976,569.500000,546.980164,1104114
2013-12-31,570.000000,572.849976,565.599976,567.450012,545.011292,930750
2014-01-01,568.250000,574.000000,568.099976,572.349976,549.717468,425464
2014-01-02,572.099976,585.000000,570.000000,573.849976,551.158142,1311399
2014-01-03,575.000000,581.400024,570.000000,579.700012,556.776855,1443488
2014-01-06,583.000000,590.849976,579.450012,588.250000,564.988770,1832494
2014-01-07,593.000000,599.000000,589.200012,594.200012,570.703491,2986634
2014-01-08,600.000000,610.000000,598.349976,600.900024,577.138550,2427891
2014-01-09,600.900024,609.400024,599.200012,607.000000,582.997375,1867544
2014-01-10,607.000000,617.700012,605.099976,609.400024,585.302368,2548423
2014-01-13,610.000000,615.250000,596.349976,602.349976,578.531250,1570396
2014-01-14,600.000000,606.750000,597.799988,603.549988,579.683655,2626299
2014-01-15,604.000000,610.950012,601.150024,603.500000,579.635864,1582614
2014-01-16,604.000000,606.250000,590.349976,592.750000,569.310852,905324
2014-01-17,591.750000,600.500000,590.000000,594.000000,570.511353,1276748
2014-01-20,595.000000,600.000000,586.000000,589.400024,566.093384,1022330
2014-01-21,594.000000,594.000000,577.599976,580.349976,557.401062,1435394
2014-01-22,580.349976,599.900024,576.650024,597.450012,573.824951,3419248
2014-01-23,598.549988,612.500000,598.549988,609.349976,585.254456,2954935
2014-01-24,607.950012,614.700012,599.000000,603.599976,579.731750,1467628
2014-01-27,597.950012,613.799988,594.150024,597.799988,574.161011,2991060
2014-01-28,597.500000,604.250000,580.049988,581.900024,558.889832,1935622
2014-01-29,588.000000,604.900024,585.900024,591.450012,568.062256,2412064
2014-01-30,592.950012,599.000000,580.250000,593.599976,570.127258,1443395
2014-01-31,595.900024,598.549988,584.000000,588.700012,565.421021,1585472
2014-02-03,588.200012,600.900024,588.200012,594.299988,570.799500,1640565
2014-02-04,594.349976,594.349976,584.200012,587.750000,564.508545,1873420
2014-02-05,587.849976,596.500000,583.000000,583.599976,560.522644,2300454
2014-02-06,587.849976,592.900024,581.500000,584.900024,561.771179,1773116
2014-02-07,590.950012,603.799988,586.099976,601.650024,577.858887,3201995
2014-02-10,605.500000,614.700012,604.000000,611.650024,587.463440,1472255
2014-02-11,616.950012,624.400024,607.000000,608.299988,584.245911,2483629
2014-02-12,614.000000,619.650024,610.000000,611.049988,586.887268,1815098
2014-02-13,615.000000,623.200012,610.299988,615.299988,590.969055,3135266
2014-02-14,622.500000,626.500000,605.200012,609.049988,584.966248,3027378
2014-02-17,610.000000,614.200012,601.099976,605.099976,581.172363,998680
2014-02-18,605.000000,611.900024,604.000000,609.750000,585.638611,873040
2014-02-19,613.000000,625.700012,611.200012,623.299988,598.652832,2157227
2014-02-20,620.349976,628.799988,617.799988,619.650024,595.147095,1270381
2014-02-21,622.000000,624.200012,611.549988,615.150024,590.825073,1461648
2014-02-24,612.000000,623.950012,612.000000,620.599976,596.059448,1215618
2014-02-25,622.500000,624.900024,616.200012,619.049988,594.570801,1202575
2014-02-26,622.000000,634.000000,620.700012,628.099976,603.262939,1924757
2014-02-28,628.849976,647.900024,628.849976,644.700012,619.206543,2932048
2014-03-03,649.000000,653.349976,622.549988,625.099976,600.381470,1842188
2014-03-04,625.150024,628.799988,616.349976,619.400024,594.906982,1535706
2014-03-05,625.000000,627.700012,620.049988,623.700012,599.036987,1050698
2014-03-06,624.250000,630.000000,618.750000,621.000000,596.443848,1490879
2014-03-07,626.000000,626.000000,608.349976,612.299988,588.087769,2382533
2014-03-10,608.000000,611.400024,592.900024,597.000000,573.392700,2709056
2014-03-11,596.000000,596.000000,578.000000,580.250000,557.304993,3466509
2014-03-12,581.799988,607.450012,581.799988,604.299988,580.404053,2633927
2014-03-13,610.849976,610.849976,565.500000,572.950012,550.293701,8061906
2014-03-14,570.000000,583.750000,552.549988,582.049988,559.033875,7116344
2014-03-18,585.000000,586.000000,571.450012,579.349976,556.440613,2274732
2014-03-19,581.150024,587.650024,578.000000,585.299988,562.155396,1529578
2014-03-20,581.000000,595.900024,581.000000,590.200012,566.861633,2142868
2014-03-21,590.049988,592.950012,579.200012,580.400024,557.449097,3117102
2014-03-22,null,null,null,null,null,null
2014-03-24,580.049988,587.799988,579.000000,579.299988,556.392578,2238185
2014-03-25,581.000000,585.900024,575.099976,579.299988,556.392578,1847387
2014-03-26,583.700012,584.000000,563.250000,566.599976,544.194824,2802852
2014-03-27,568.950012,573.750000,556.000000,560.549988,538.384094,4290306
2014-03-28,566.000000,570.849976,559.150024,563.200012,540.929321,2223819
2014-03-31,568.000000,577.000000,566.000000,574.750000,552.022644,2390417
2014-04-01,575.000000,578.000000,570.250000,572.099976,549.477356,1186522
2014-04-02,572.000000,581.500000,570.099976,575.250000,552.502808,3765317
2014-04-03,578.349976,582.799988,575.200012,578.549988,555.672241,2438673
2014-04-04,580.000000,584.599976,570.200012,571.799988,549.189148,2519378
2014-04-07,580.000000,594.799988,573.750000,588.099976,564.844727,10031924
2014-04-09,597.000000,634.900024,593.000000,630.000000,605.087769,13263006
2014-04-10,633.799988,643.000000,611.000000,615.400024,591.065186,6187333
2014-04-11,620.000000,634.500000,617.099976,628.150024,603.311035,4707211
2014-04-15,632.000000,633.900024,614.500000,616.400024,592.025574,2743702
2014-04-16,617.400024,623.700012,612.099976,613.849976,589.576538,1792061
2014-04-17,614.500000,626.000000,614.099976,625.049988,600.333618,2033985
2014-04-21,628.700012,629.250000,619.400024,621.250000,596.683838,1324788
2014-04-22,616.700012,623.349976,616.700012,619.950012,595.435242,1194987
2014-04-23,616.500000,635.000000,616.500000,625.599976,600.861816,3220766
2014-04-24,625.599976,625.599976,625.599976,625.599976,600.861816,0
2014-04-25,627.000000,632.700012,621.000000,622.000000,597.404175,1463948
2014-04-28,621.099976,638.799988,621.099976,636.650024,611.474854,2305579
2014-04-29,639.000000,643.950012,632.500000,639.450012,614.164124,3027198
2014-04-30,628.000000,637.000000,622.450012,632.799988,607.777100,2049214
2014-05-02,631.599976,641.400024,628.599976,629.900024,604.991821,1531545
2014-05-05,622.299988,634.900024,622.299988,626.599976,601.822266,1359208
2014-05-06,627.000000,629.900024,620.200012,626.099976,601.342041,960261
2014-05-07,625.000000,637.500000,623.750000,630.750000,605.808167,1768031
2014-05-08,625.099976,631.500000,623.200012,624.200012,599.517090,1806184
2014-05-09,621.599976,631.150024,618.599976,624.099976,599.421082,1831135
2014-05-12,624.000000,624.099976,610.099976,613.349976,589.096191,2231158
2014-05-13,618.299988,619.000000,603.450012,609.099976,585.014282,2154826
2014-05-14,607.349976,618.799988,607.349976,612.150024,587.943726,1461829
2014-05-15,620.000000,629.799988,613.250000,621.400024,596.827820,2847444
2014-05-16,622.200012,634.549988,611.000000,613.500000,589.240234,2621959
2014-05-19,613.000000,622.549988,574.750000,584.250000,561.146912,3938456
2014-05-20,582.000000,599.900024,574.349976,587.400024,564.172363,3371837
2014-05-21,584.099976,586.400024,575.000000,576.900024,554.087585,3153096
2014-05-22,577.099976,587.799988,572.000000,580.099976,557.160950,2152294
